name,sku,barcode,package,brand,roi,roi_days,short_description,long_description,in_stock,cost,price,featured_image,images,location,active
"Rivaj High Definition Liquid Concealer (Shade # 5) 5ml",240914646,25932,2,1,5,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,4.1364,4.3164,grocerapp-rivaj-hd-5ml-5-high-6246c5a69754a.jpeg,"grocerapp-rivaj-hd-5ml-5-high-6246c5a69754a.jpeg,grocerapp-rivaj-hd-5ml-5-high-6246c5a69754a.jpeg",assets/images/product_images/,1
"Rivaj Mineral Foundation Stick (Shade # 4)",180432135,10885,2,1,5,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,3.528,3.7079999999999997,grocerapp-rivaj-4-fs-38-l-beige-6246c2c41b751.jpeg,"grocerapp-rivaj-4-fs-38-l-beige-6246c2c41b751.jpeg,grocerapp-rivaj-4-fs-38-l-beige-6246c2c41b751.jpeg",assets/images/product_images/,1
"Rivaj Natural Mineral Foundation Stick (Shade # 2)",913897632,7636,2,1,5,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,3.528,3.7079999999999997,grocerapp-rivaj-2-f1-l-natural-mineral-6246c296b446c.jpeg,"grocerapp-rivaj-2-f1-l-natural-mineral-6246c296b446c.jpeg,grocerapp-rivaj-2-f1-l-natural-mineral-6246c296b446c.jpeg",assets/images/product_images/,1
"Treet Hygiene Disposable Body Razor",798377430,14750,2,1,5,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,-0.09,0.09,grocerapp-treet-hygiene-single-blade-5f4d47f4b4919.jpeg,"grocerapp-treet-hygiene-single-blade-5f4d47f4b4919.jpeg,grocerapp-treet-hygiene-single-blade-5f4d47f4b4919.jpeg",assets/images/product_images/,1
"Siena Soap Cherry & Argon Oil",856658621,328,2,1,5,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.072,0.252,grocerapp-siena-soap-cherry-argon-609a1827710fa.jpeg,"grocerapp-siena-soap-cherry-argon-609a1827710fa.jpeg,grocerapp-siena-soap-cherry-argon-609a1827710fa.jpeg",assets/images/product_images/,1
"Siena Droplet Aqua Kiss Hand Wash",676455762,23413,2,1,5,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.576,0.756,grocerapp-siena-droplet-aqua-kiss-hand-5ef2e4e8b9352.jpeg,"grocerapp-siena-droplet-aqua-kiss-hand-5ef2e4e8b9352.jpeg,grocerapp-siena-droplet-aqua-kiss-hand-5ef2e4e8b9352.jpeg",assets/images/product_images/,1
"Siena Droplet Pink Blush Hand Wash",486219565,20676,2,1,5,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.576,0.756,grocerapp-siena-droplet-pink-blush-hand-5ef2e93f4c2c4.jpeg,"grocerapp-siena-droplet-pink-blush-hand-5ef2e93f4c2c4.jpeg,grocerapp-siena-droplet-pink-blush-hand-5ef2e93f4c2c4.jpeg",assets/images/product_images/,1
"BOLD Deo Moisturizing Soap Bar For Men",975518566,14988,2,1,5,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.288,0.46799999999999997,grocerapp-bold-deo-moisturizing-soap-bar-60506aa046a7a.jpeg,"grocerapp-bold-deo-moisturizing-soap-bar-60506aa046a7a.jpeg,grocerapp-bold-deo-moisturizing-soap-bar-60506aa046a7a.jpeg",assets/images/product_images/,1
"Siena Droplet Star Spell Hand Wash",30973283,1697,2,1,5,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.576,0.756,grocerapp-siena-droplet-star-spell-hand-5ef2eb4556faf.jpeg,"grocerapp-siena-droplet-star-spell-hand-5ef2eb4556faf.jpeg,grocerapp-siena-droplet-star-spell-hand-5ef2eb4556faf.jpeg",assets/images/product_images/,1
"Tresemme Luxurious Moisture Shampoo With Vitamin E",598224668,17681,2,1,5,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,2.6964,2.8764,grocerapp-tresemme-luxurious-moisture-shampoo-with-61e90a399206d.jpeg,"grocerapp-tresemme-luxurious-moisture-shampoo-with-61e90a399206d.jpeg,grocerapp-tresemme-luxurious-moisture-shampoo-with-61e90a399206d.jpeg",assets/images/product_images/,1
"Protex Aloe Antibacterail Soap",602425922,20862,2,1,5,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.054,0.23399999999999999,grocerapp-protex-aloe-antibacterail-soap-62273e988766e.jpeg,"grocerapp-protex-aloe-antibacterail-soap-62273e988766e.jpeg,grocerapp-protex-aloe-antibacterail-soap-62273e988766e.jpeg",assets/images/product_images/,1
"Garnier Color Naturals Natural Dark Brown 3 Hair Color",312023230,21288,2,1,5,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.7964,1.9764,grocerapp-garnier-color-naturals-natural-dark-5f34e0ad41639.jpeg,"grocerapp-garnier-color-naturals-natural-dark-5f34e0ad41639.jpeg,grocerapp-garnier-color-naturals-natural-dark-5f34e0ad41639.jpeg",assets/images/product_images/,1
"CARE HEEL CREAM 25 ML",400755309,13716,2,1,5,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.288,0.46799999999999997,grocerapp-care-heel-cream-25-ml-5f6d8529036fc.jpeg,"grocerapp-care-heel-cream-25-ml-5f6d8529036fc.jpeg,grocerapp-care-heel-cream-25-ml-5f6d8529036fc.jpeg",assets/images/product_images/,1
"Sunsilk Black Shine Shampoo",536236945,422,2,1,5,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,2.8764,3.0564,grocerapp-sunsilk-black-shine-shampoo-60e0169658aca.jpeg,"grocerapp-sunsilk-black-shine-shampoo-60e0169658aca.jpeg,grocerapp-sunsilk-black-shine-shampoo-60e0169658aca.jpeg",assets/images/product_images/,1
"Sienna Droplet refill pouch-Star Spell",710190944,5951,2,1,5,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.39599999999999996,0.576,grocerapp-sienna-droplet-refill-pouch-star-spell-6038f693f0603.jpeg,"grocerapp-sienna-droplet-refill-pouch-star-spell-6038f693f0603.jpeg,grocerapp-sienna-droplet-refill-pouch-star-spell-6038f693f0603.jpeg",assets/images/product_images/,1
"Sienna Droplet refill pouch-Spring Dazzle",150182171,25706,2,1,5,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.39599999999999996,0.576,grocerapp-sienna-droplet-refill-pouch-spring-dazzle-6038f6f022ba8.jpeg,"grocerapp-sienna-droplet-refill-pouch-spring-dazzle-6038f6f022ba8.jpeg,grocerapp-sienna-droplet-refill-pouch-spring-dazzle-6038f6f022ba8.jpeg",assets/images/product_images/,1
"Bold Deodorant Body Spray Alpha",26947649,9209,2,1,6,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.972,1.152,grocerapp-bold-deodorant-body-spray-alpha-609a168561a77.jpeg,"grocerapp-bold-deodorant-body-spray-alpha-609a168561a77.jpeg,grocerapp-bold-deodorant-body-spray-alpha-609a168561a77.jpeg",assets/images/product_images/,1
"Diva Apricot & Walnut Extract Face Scrub",519802879,7041,2,1,6,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.63,0.8099999999999999,grocerapp-diva-apricot-walnut-extract-5ef2e867ac02e.jpeg,"grocerapp-diva-apricot-walnut-extract-5ef2e867ac02e.jpeg,grocerapp-diva-apricot-walnut-extract-5ef2e867ac02e.jpeg",assets/images/product_images/,1
"Sunsilk Shampoo Smooth & Manageable",802174050,699,2,1,6,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.26,1.44,grocerapp-sunsilk-shampoo-smooth-manageable-5e6cdfea76dab.png,"grocerapp-sunsilk-shampoo-smooth-manageable-5e6cdfea76dab.png,grocerapp-sunsilk-shampoo-smooth-manageable-5e6cdfea76dab.png",assets/images/product_images/,1
"Sienna Droplet refill pouch- Citrus Burst",889595487,5498,2,1,6,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.39599999999999996,0.576,grocerapp-sienna-droplet-refill-pouch-citrus-605879dabd4f8.jpeg,"grocerapp-sienna-droplet-refill-pouch-citrus-605879dabd4f8.jpeg,grocerapp-sienna-droplet-refill-pouch-citrus-605879dabd4f8.jpeg",assets/images/product_images/,1
"Sunsilk Co-creation Black Shine Shampoo",385389713,16130,2,1,6,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.26,1.44,grocerapp-sunsilk-co-creation-black-shine-shampoo-60c06dbdf1ac3.jpeg,"grocerapp-sunsilk-co-creation-black-shine-shampoo-60c06dbdf1ac3.jpeg,grocerapp-sunsilk-co-creation-black-shine-shampoo-60c06dbdf1ac3.jpeg",assets/images/product_images/,1
"Garnier Color Naturals Natural Light Golden Brown 5.3 Hair Color",987560696,24536,2,1,6,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.7964,1.9764,grocerapp-garnier-color-naturals-natural-light-5f34ea312f765.jpeg,"grocerapp-garnier-color-naturals-natural-light-5f34ea312f765.jpeg,grocerapp-garnier-color-naturals-natural-light-5f34ea312f765.jpeg",assets/images/product_images/,1
"Bold Face Wash - Oil Control",213216058,5851,2,1,6,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.414,0.594,grocerapp-bold-face-wash-oil-5fb64daf7e450.jpeg,"grocerapp-bold-face-wash-oil-5fb64daf7e450.jpeg,grocerapp-bold-face-wash-oil-5fb64daf7e450.jpeg",assets/images/product_images/,1
"Bold EDT Perfume Chrome",311423928,3841,2,1,6,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.962,2.142,grocerapp-bold-edt-perfume-chrome-60caed6092e02.jpeg,"grocerapp-bold-edt-perfume-chrome-60caed6092e02.jpeg,grocerapp-bold-edt-perfume-chrome-60caed6092e02.jpeg",assets/images/product_images/,1
"Siena Droplet Hand Wash Pink Blush",609208660,12663,2,1,6,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,2.16,2.34,grocerapp-siena-droplet-hand-wash-pink-60c9f2b582764.jpeg,"grocerapp-siena-droplet-hand-wash-pink-60c9f2b582764.jpeg,grocerapp-siena-droplet-hand-wash-pink-60c9f2b582764.jpeg",assets/images/product_images/,1
"Diva Fair Glow Licorice Extract & Vitamin B3 Face Wash",467430382,18442,2,1,6,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.522,0.702,grocerapp-diva-fair-glow-licorice-extract-5ef2e7ba3343b.jpeg,"grocerapp-diva-fair-glow-licorice-extract-5ef2e7ba3343b.jpeg,grocerapp-diva-fair-glow-licorice-extract-5ef2e7ba3343b.jpeg",assets/images/product_images/,1
"Bold Hydra Boost Face Wash",574083321,9676,2,1,6,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.414,0.594,grocerapp-bold-hydra-boost-face-wash-5ef2e575a2518.jpeg,"grocerapp-bold-hydra-boost-face-wash-5ef2e575a2518.jpeg,grocerapp-bold-hydra-boost-face-wash-5ef2e575a2518.jpeg",assets/images/product_images/,1
"Diva CHARM Body Spray",990521444,1041,2,1,6,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.242,1.422,grocerapp-diva-charm-body-spray-614ebb3835cf9.jpeg,"grocerapp-diva-charm-body-spray-614ebb3835cf9.jpeg,grocerapp-diva-charm-body-spray-614ebb3835cf9.jpeg",assets/images/product_images/,1
"Diva Face Wash - Pimple Defense",702952620,12297,2,1,6,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.36,0.54,grocerapp-diva-face-wash-pimple-603c88cd9eda3.jpeg,"grocerapp-diva-face-wash-pimple-603c88cd9eda3.jpeg,grocerapp-diva-face-wash-pimple-603c88cd9eda3.jpeg",assets/images/product_images/,1
"Siena Droplet Hand Wash Aqua Kiss",78622926,8736,2,1,6,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,2.16,2.34,grocerapp-siena-droplet-hand-wash-aqua-627e1110bba0b.jpeg,"grocerapp-siena-droplet-hand-wash-aqua-627e1110bba0b.jpeg,grocerapp-siena-droplet-hand-wash-aqua-627e1110bba0b.jpeg",assets/images/product_images/,1
"Ponds Detox & Nourish",428670043,3882,2,1,6,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.9,1.08,grocerapp-ponds-detox-nourish-60a235b54c838.jpeg,"grocerapp-ponds-detox-nourish-60a235b54c838.jpeg,grocerapp-ponds-detox-nourish-60a235b54c838.jpeg",assets/images/product_images/,1
"Siena Hand Wash Star Spell",787892900,25768,2,1,6,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,2.16,2.34,grocerapp-siena-hand-wash-star-spell-60c9f3421e0cd.jpeg,"grocerapp-siena-hand-wash-star-spell-60c9f3421e0cd.jpeg,grocerapp-siena-hand-wash-star-spell-60c9f3421e0cd.jpeg",assets/images/product_images/,1
"Siena Droplet Hand Wash Spring Dazzle",828505591,12258,2,1,6,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,2.16,2.34,grocerapp-siena-droplet-hand-wash-spring-60c9f375e028f.jpeg,"grocerapp-siena-droplet-hand-wash-spring-60c9f375e028f.jpeg,grocerapp-siena-droplet-hand-wash-spring-60c9f375e028f.jpeg",assets/images/product_images/,1
"REVLON Color Silk 30",188810350,10842,2,1,6,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.422,1.6019999999999999,grocerapp-revlon-color-silk-30-5e6bda364b06f.png,"grocerapp-revlon-color-silk-30-5e6bda364b06f.png,grocerapp-revlon-color-silk-30-5e6bda364b06f.png",assets/images/product_images/,1
"Diva DREAM Body Spray",521414606,13483,2,1,6,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.242,1.422,grocerapp-diva-dream-body-spray-614ebbcad36b8.jpeg,"grocerapp-diva-dream-body-spray-614ebbcad36b8.jpeg,grocerapp-diva-dream-body-spray-614ebbcad36b8.jpeg",assets/images/product_images/,1
"Facial Mask (Aloe & Tea Tree)",500142012,12677,2,1,6,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.152,1.332,grocerapp-facial-mask-aloe-tea-626636e7c2d6d.jpeg,"grocerapp-facial-mask-aloe-tea-626636e7c2d6d.jpeg,grocerapp-facial-mask-aloe-tea-626636e7c2d6d.jpeg",assets/images/product_images/,1
"Capri Handwash Honey & Milk",629631900,3933,2,1,6,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.36,0.54,grocerapp-capri-handwash-honey-milk-6173fd640be06.jpeg,"grocerapp-capri-handwash-honey-milk-6173fd640be06.jpeg,grocerapp-capri-handwash-honey-milk-6173fd640be06.jpeg",assets/images/product_images/,1
"Capri Handwash Tea Tree",662975428,7729,2,1,6,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.36,0.54,grocerapp-capri-handwash-tea-tree-6173afabd9d62.jpeg,"grocerapp-capri-handwash-tea-tree-6173afabd9d62.jpeg,grocerapp-capri-handwash-tea-tree-6173afabd9d62.jpeg",assets/images/product_images/,1
"Garnier Men Power White 2-in-1 Fairness Facewash and Shaving Foam",578513063,3258,2,1,6,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.7163999999999999,0.8964,grocerapp-garnier-men-power-white-2-in-1-618b610b5308f.jpeg,"grocerapp-garnier-men-power-white-2-in-1-618b610b5308f.jpeg,grocerapp-garnier-men-power-white-2-in-1-618b610b5308f.jpeg",assets/images/product_images/,1
"Nivea Invisible for Black & White Fresh",638162377,19429,2,1,6,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.908,2.088,grocerapp-nivea-invisible-for-black--626637a40f038.jpeg,"grocerapp-nivea-invisible-for-black--626637a40f038.jpeg,grocerapp-nivea-invisible-for-black--626637a40f038.jpeg",assets/images/product_images/,1
"Facial Mask (Lavender & Chamomile)",984517641,8777,2,1,6,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.2204,1.4003999999999999,grocerapp-facial-mask-lavender-chamomile-6266388d6be90.jpeg,"grocerapp-facial-mask-lavender-chamomile-6266388d6be90.jpeg,grocerapp-facial-mask-lavender-chamomile-6266388d6be90.jpeg",assets/images/product_images/,1
"Facial Mask (Marula & Shea Butter)",29896439,17398,2,1,6,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.2204,1.4003999999999999,grocerapp-facial-mask-marula-shea-62663929d1383.jpeg,"grocerapp-facial-mask-marula-shea-62663929d1383.jpeg,grocerapp-facial-mask-marula-shea-62663929d1383.jpeg",assets/images/product_images/,1
"PONDS MEN POWER/C POLLUTION OUT FACIAL FOAM",770688483,4056,2,1,6,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.5364,0.7163999999999999,grocerapp-ponds-men-powerc-pollution-out-610bd4cbaf67b.jpeg,"grocerapp-ponds-men-powerc-pollution-out-610bd4cbaf67b.jpeg,grocerapp-ponds-men-powerc-pollution-out-610bd4cbaf67b.jpeg",assets/images/product_images/,1
"VASELINE UV LIGHTENING HEALTHY WHITE LOTION",393466199,5395,2,1,6,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,3.1679999999999997,3.348,grocerapp-vaseline-healthy-white-lightening-fairness-5e6c0e5c9bc6c.png,"grocerapp-vaseline-healthy-white-lightening-fairness-5e6c0e5c9bc6c.png,grocerapp-vaseline-healthy-white-lightening-fairness-5e6c0e5c9bc6c.png",assets/images/product_images/,1
"WBM Beauty Soothing Radiance Toner",107690622,8798,2,1,6,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,3.8124,3.9924,grocerapp-wbm-beauty-soothing-radiance-toner-6034f0bda23fe.jpeg,"grocerapp-wbm-beauty-soothing-radiance-toner-6034f0bda23fe.jpeg,grocerapp-wbm-beauty-soothing-radiance-toner-6034f0bda23fe.jpeg",assets/images/product_images/,1
"Colgate Tooth Brush Tri Trip",993778377,17518,2,1,6,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.27,0.45,grocerapp-colgate-tooth-brush-tri-trip-5e6c1517898d3.png,"grocerapp-colgate-tooth-brush-tri-trip-5e6c1517898d3.png,grocerapp-colgate-tooth-brush-tri-trip-5e6c1517898d3.png",assets/images/product_images/,1
"PONDS MEN ENERGY CHARGE FACIAL FOAM",977609419,25072,2,1,6,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.5364,0.7163999999999999,grocerapp-ponds-men-energy-charge-facial-610bd8ea293ef.jpeg,"grocerapp-ponds-men-energy-charge-facial-610bd8ea293ef.jpeg,grocerapp-ponds-men-energy-charge-facial-610bd8ea293ef.jpeg",assets/images/product_images/,1
"Care Prickly Heat Powder",552816621,11693,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.46799999999999997,0.648,grocerapp-care-prickly-heat-powder-6173e487b3f5b.jpeg,"grocerapp-care-prickly-heat-powder-6173e487b3f5b.jpeg,grocerapp-care-prickly-heat-powder-6173e487b3f5b.jpeg",assets/images/product_images/,1
"PONDS RICH HYDRATING DRY SKIN CREAM",109259401,14848,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,3.816,3.996,grocerapp-ponds-rich-hydrating-dry-skin-610ba80520a3e.jpeg,"grocerapp-ponds-rich-hydrating-dry-skin-610ba80520a3e.jpeg,grocerapp-ponds-rich-hydrating-dry-skin-610ba80520a3e.jpeg",assets/images/product_images/,1
"Rivaj UK Liquid Concealer Natural Coverage",262993019,17992,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.1159999999999999,1.296,grocerapp-rivaj-uk-liquid-concealer-natural-626cd69f8c068.jpeg,"grocerapp-rivaj-uk-liquid-concealer-natural-626cd69f8c068.jpeg,grocerapp-rivaj-uk-liquid-concealer-natural-626cd69f8c068.jpeg",assets/images/product_images/,1
"A'mrij Matte Diva Lipstick",833382692,9157,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,3.132,3.312,grocerapp-amrij-matte-diva-lipstick-626cd4e282bd5.jpeg,"grocerapp-amrij-matte-diva-lipstick-626cd4e282bd5.jpeg,grocerapp-amrij-matte-diva-lipstick-626cd4e282bd5.jpeg",assets/images/product_images/,1
"Clean & Clear Exfoliating Daily Wash Oil Free",412137413,18964,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.53,1.71,grocerapp-clean-clear-exfoliating-daily-6192294bd08f9.jpeg,"grocerapp-clean-clear-exfoliating-daily-6192294bd08f9.jpeg,grocerapp-clean-clear-exfoliating-daily-6192294bd08f9.jpeg",assets/images/product_images/,1
"Clean & Clear Blackhead Clearing Daily Scrub",654803694,15951,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.7964,1.9764,grocerapp-clean-clear-blackhead-clearing-61923b6247215.jpeg,"grocerapp-clean-clear-blackhead-clearing-61923b6247215.jpeg,grocerapp-clean-clear-blackhead-clearing-61923b6247215.jpeg",assets/images/product_images/,1
"Clean & Clear Scrub Morning Energy",122351346,18999,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,2.1959999999999997,2.376,grocerapp-clean-clear-scrub-morning-61923cb678896.jpeg,"grocerapp-clean-clear-scrub-morning-61923cb678896.jpeg,grocerapp-clean-clear-scrub-morning-61923cb678896.jpeg",assets/images/product_images/,1
"Clean & Clear Morning Energy Skin Brightening",666761354,3971,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.9764,2.1564,grocerapp-clean-clear-morning-energy-619230265182f.jpeg,"grocerapp-clean-clear-morning-energy-619230265182f.jpeg,grocerapp-clean-clear-morning-energy-619230265182f.jpeg",assets/images/product_images/,1
"Dove Deeply Nourishing Body Wash",404715160,7321,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.206,1.386,grocerapp-dove-deeply-nourishing-ny-wash-5e6ccd0974e89.png,"grocerapp-dove-deeply-nourishing-ny-wash-5e6ccd0974e89.png,grocerapp-dove-deeply-nourishing-ny-wash-5e6ccd0974e89.png",assets/images/product_images/,1
"Dove Go Fresh Cucumber & green Tea Scent Body Wash Softer & Smoother Skin After One Shower",901526205,10299,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.89,2.07,grocerapp-dove-go-fresh-cucumber--5e6c515e869e5.png,"grocerapp-dove-go-fresh-cucumber--5e6c515e869e5.png,grocerapp-dove-go-fresh-cucumber--5e6c515e869e5.png",assets/images/product_images/,1
"Dove Coconut Milk & Jasmine Petals Moisturising Cream Body Wash Softer, Smoother Skin After One Shower",973485991,6188,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.674,1.8539999999999999,grocerapp-dove-coconut-milk-jasmine-5e6c5268eacbb.png,"grocerapp-dove-coconut-milk-jasmine-5e6c5268eacbb.png,grocerapp-dove-coconut-milk-jasmine-5e6c5268eacbb.png",assets/images/product_images/,1
"Dove Nutritive Solutions Intense Repair Shampoo For Damaged Hair",743967127,22952,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.728,1.908,grocerapp-dove-nutritive-solutions-intense-repair-5ffd36e25f0a5.png,"grocerapp-dove-nutritive-solutions-intense-repair-5ffd36e25f0a5.png,grocerapp-dove-nutritive-solutions-intense-repair-5ffd36e25f0a5.png",assets/images/product_images/,1
